Date,Open,High,Low,Close,Adj Close,Volume,% Gain/Loss (Close),% Price Variation
1952-07-02,25.06,25.06,25.06,25.06,25.06,1320000,-0.2394,0.0
1952-07-03,25.05,25.05,25.05,25.05,25.05,1150000,-0.0399,0.0
1952-07-07,24.97,24.97,24.97,24.97,24.97,1080000,-0.3204,0.0
1952-07-08,24.96,24.96,24.96,24.96,24.96,850000,-0.0401,0.0
1952-07-09,24.86,24.86,24.86,24.86,24.86,1120000,-0.4022,0.0
1952-07-10,24.81,24.81,24.81,24.81,24.81,1010000,-0.2015,0.0
1952-07-11,24.98,24.98,24.98,24.98,24.98,1040000,0.6805,0.0
1952-07-14,25.03,25.03,25.03,25.03,25.03,1090000,0.1998,0.0
1952-07-15,25.16,25.16,25.16,25.16,25.16,1220000,0.5167,0.0
1952-07-16,25.16,25.16,25.16,25.16,25.16,1120000,0.0,0.0
1952-07-17,25.05,25.05,25.05,25.05,25.05,1010000,-0.4391,0.0
1952-07-18,24.85,24.85,24.85,24.85,24.85,1020000,-0.8048,0.0
1952-07-21,24.95,24.95,24.95,24.95,24.95,780000,0.4008,0.0
1952-07-22,25.0,25.0,25.0,25.0,25.0,910000,0.2,0.0
1952-07-23,25.11,25.11,25.11,25.11,25.11,1020000,0.4381,0.0
1952-07-24,25.24,25.24,25.24,25.24,25.24,1270000,0.5151,0.0
1952-07-25,25.16,25.16,25.16,25.16,25.16,1130000,-0.318,0.0
1952-07-28,25.2,25.2,25.2,25.2,25.2,1030000,0.1587,0.0
1952-07-29,25.26,25.26,25.26,25.26,25.26,1010000,0.2375,0.0
1952-07-30,25.37,25.37,25.37,25.37,25.37,1240000,0.4336,0.0
1952-07-31,25.4,25.4,25.4,25.4,25.4,1230000,0.1181,0.0
1952-08-01,25.45,25.45,25.45,25.45,25.45,1050000,0.1965,0.0
1952-08-04,25.43,25.43,25.43,25.43,25.43,950000,-0.0786,0.0
1952-08-05,25.46,25.46,25.46,25.46,25.46,1050000,0.1178,0.0
1952-08-06,25.44,25.44,25.44,25.44,25.44,1140000,-0.0786,0.0
1952-08-07,25.52,25.52,25.52,25.52,25.52,1180000,0.3135,0.0
1952-08-08,25.55,25.55,25.55,25.55,25.55,1170000,0.1174,0.0
1952-08-11,25.52,25.52,25.52,25.52,25.52,1160000,-0.1176,0.0
1952-08-12,25.31,25.31,25.31,25.31,25.31,1110000,-0.8297,0.0
1952-08-13,25.28,25.28,25.28,25.28,25.28,990000,-0.1187,0.0
1952-08-14,25.28,25.28,25.28,25.28,25.28,930000,0.0,0.0
1952-08-15,25.2,25.2,25.2,25.2,25.2,890000,-0.3175,0.0
1952-08-18,24.94,24.94,24.94,24.94,24.94,1090000,-1.0425,0.0
1952-08-19,24.89,24.89,24.89,24.89,24.89,980000,-0.2009,0.0
1952-08-20,24.95,24.95,24.95,24.95,24.95,960000,0.2405,0.0
1952-08-21,24.98,24.98,24.98,24.98,24.98,800000,0.1201,0.0
1952-08-22,24.99,24.99,24.99,24.99,24.99,910000,0.04,0.0
1952-08-25,24.87,24.87,24.87,24.87,24.87,840000,-0.4825,0.0
1952-08-26,24.83,24.83,24.83,24.83,24.83,890000,-0.1611,0.0
1952-08-27,24.94,24.94,24.94,24.94,24.94,930000,0.4411,0.0
1952-08-28,24.97,24.97,24.97,24.97,24.97,980000,0.1201,0.0
1952-08-29,25.03,25.03,25.03,25.03,25.03,890000,0.2397,0.0
1952-09-02,25.15,25.15,25.15,25.15,25.15,970000,0.4771,0.0
1952-09-03,25.25,25.25,25.25,25.25,25.25,1200000,0.396,0.0
1952-09-04,25.24,25.24,25.24,25.24,25.24,1120000,-0.0396,0.0
1952-09-05,25.21,25.21,25.21,25.21,25.21,1040000,-0.119,0.0
1952-09-08,25.11,25.11,25.11,25.11,25.11,1170000,-0.3982,0.0
1952-09-09,24.86,24.86,24.86,24.86,24.86,1310000,-1.0056,0.0
1952-09-10,24.69,24.69,24.69,24.69,24.69,1590000,-0.6885,0.0
1952-09-11,24.72,24.72,24.72,24.72,24.72,970000,0.1214,0.0
1952-09-12,24.71,24.71,24.71,24.71,24.71,1040000,-0.0405,0.0
1952-09-15,24.45,24.45,24.45,24.45,24.45,1100000,-1.0634,0.0
1952-09-16,24.53,24.53,24.53,24.53,24.53,1140000,0.3261,0.0
1952-09-17,24.58,24.58,24.58,24.58,24.58,1000000,0.2034,0.0
1952-09-18,24.51,24.51,24.51,24.51,24.51,1030000,-0.2856,0.0
1952-09-19,24.57,24.57,24.57,24.57,24.57,1150000,0.2442,0.0
1952-09-22,24.59,24.59,24.59,24.59,24.59,1160000,0.0813,0.0
1952-09-23,24.7,24.7,24.7,24.7,24.7,1240000,0.4453,0.0
1952-09-24,24.79,24.79,24.79,24.79,24.79,1390000,0.3631,0.0
1952-09-25,24.81,24.81,24.81,24.81,24.81,1210000,0.0806,0.0
1952-09-26,24.73,24.73,24.73,24.73,24.73,1180000,-0.3235,0.0
1952-09-29,24.68,24.68,24.68,24.68,24.68,970000,-0.2026,0.0
1952-09-30,24.54,24.54,24.54,24.54,24.54,1120000,-0.5705,0.0
1952-10-01,24.48,24.48,24.48,24.48,24.48,1060000,-0.2451,0.0
1952-10-02,24.52,24.52,24.52,24.52,24.52,1040000,0.1631,0.0
1952-10-03,24.5,24.5,24.5,24.5,24.5,980000,-0.0816,0.0
1952-10-06,24.44,24.44,24.44,24.44,24.44,1070000,-0.2455,0.0
1952-10-07,24.4,24.4,24.4,24.4,24.4,950000,-0.1639,0.0
1952-10-08,24.58,24.58,24.58,24.58,24.58,1260000,0.7323,0.0
1952-10-09,24.57,24.57,24.57,24.57,24.57,1090000,-0.0407,0.0
1952-10-10,24.55,24.55,24.55,24.55,24.55,1070000,-0.0815,0.0
1952-10-14,24.48,24.48,24.48,24.48,24.48,1130000,-0.2859,0.0
1952-10-15,24.06,24.06,24.06,24.06,24.06,1730000,-1.7456,0.0
1952-10-16,23.91,23.91,23.91,23.91,23.91,1730000,-0.6274,0.0
1952-10-17,24.2,24.2,24.2,24.2,24.2,1360000,1.1984,0.0
1952-10-20,24.13,24.13,24.13,24.13,24.13,1050000,-0.2901,0.0
1952-10-21,24.07,24.07,24.07,24.07,24.07,990000,-0.2493,0.0
1952-10-22,23.8,23.8,23.8,23.8,23.8,1160000,-1.1345,0.0
1952-10-23,23.87,23.87,23.87,23.87,23.87,1260000,0.2933,0.0
1952-10-24,24.03,24.03,24.03,24.03,24.03,1060000,0.6658,0.0
1952-10-27,24.09,24.09,24.09,24.09,24.09,1000000,0.2491,0.0
1952-10-28,24.13,24.13,24.13,24.13,24.13,1080000,0.1658,0.0
1952-10-29,24.15,24.15,24.15,24.15,24.15,1020000,0.0828,0.0
1952-10-30,24.15,24.15,24.15,24.15,24.15,1090000,0.0,0.0
1952-10-31,24.52,24.52,24.52,24.52,24.52,1760000,1.509,0.0
1952-11-03,24.6,24.6,24.6,24.6,24.6,1670000,0.3252,0.0
1952-11-05,24.67,24.67,24.67,24.67,24.67,2030000,0.2837,0.0
1952-11-06,24.77,24.77,24.77,24.77,24.77,1390000,0.4037,0.0
1952-11-07,24.78,24.78,24.78,24.78,24.78,1540000,0.0404,0.0
1952-11-10,24.77,24.77,24.77,24.77,24.77,1360000,-0.0404,0.0
1952-11-12,24.65,24.65,24.65,24.65,24.65,1490000,-0.4868,0.0
1952-11-13,24.71,24.71,24.71,24.71,24.71,1330000,0.2428,0.0
1952-11-14,24.75,24.75,24.75,24.75,24.75,1700000,0.1616,0.0
1952-11-17,24.8,24.8,24.8,24.8,24.8,1490000,0.2016,0.0
1952-11-18,25.16,25.16,25.16,25.16,25.16,2250000,1.4308,0.0
1952-11-19,25.33,25.33,25.33,25.33,25.33,2350000,0.6711,0.0
1952-11-20,25.28,25.28,25.28,25.28,25.28,1740000,-0.1978,0.0
1952-11-21,25.27,25.27,25.27,25.27,25.27,1760000,-0.0396,0.0
1952-11-24,25.42,25.42,25.42,25.42,25.42,2100000,0.5901,0.0
1952-11-25,25.36,25.36,25.36,25.36,25.36,1930000,-0.2366,0.0
1952-11-26,25.52,25.52,25.52,25.52,25.52,1920000,0.627,0.0
1952-11-28,25.66,25.66,25.66,25.66,25.66,2160000,0.5456,0.0
1952-12-01,25.68,25.68,25.68,25.68,25.68,2100000,0.0779,0.0
1952-12-02,25.74,25.74,25.74,25.74,25.74,1610000,0.2331,0.0
1952-12-03,25.71,25.71,25.71,25.71,25.71,1610000,-0.1167,0.0
1952-12-04,25.61,25.61,25.61,25.61,25.61,1570000,-0.3905,0.0
1952-12-05,25.62,25.62,25.62,25.62,25.62,1510000,0.039,0.0
1952-12-08,25.76,25.76,25.76,25.76,25.76,1790000,0.5435,0.0
1952-12-09,25.93,25.93,25.93,25.93,25.93,2120000,0.6556,0.0
1952-12-10,25.98,25.98,25.98,25.98,25.98,1880000,0.1925,0.0
1952-12-11,25.96,25.96,25.96,25.96,25.96,1790000,-0.077,0.0
1952-12-12,26.04,26.04,26.04,26.04,26.04,2030000,0.3072,0.0
1952-12-15,26.04,26.04,26.04,26.04,26.04,1940000,0.0,0.0
1952-12-16,26.07,26.07,26.07,26.07,26.07,1980000,0.1151,0.0
1952-12-17,26.04,26.04,26.04,26.04,26.04,1700000,-0.1152,0.0
1952-12-18,26.03,26.03,26.03,26.03,26.03,1860000,-0.0384,0.0
1952-12-19,26.15,26.15,26.15,26.15,26.15,2050000,0.4589,0.0
1952-12-22,26.3,26.3,26.3,26.3,26.3,2100000,0.5703,0.0
1952-12-23,26.19,26.19,26.19,26.19,26.19,2100000,-0.42,0.0
1952-12-24,26.21,26.21,26.21,26.21,26.21,1510000,0.0763,0.0
1952-12-26,26.25,26.25,26.25,26.25,26.25,1290000,0.1524,0.0
1952-12-29,26.4,26.4,26.4,26.4,26.4,1820000,0.5682,0.0
1952-12-30,26.59,26.59,26.59,26.59,26.59,2070000,0.7146,0.0
1952-12-31,26.57,26.57,26.57,26.57,26.57,2050000,-0.0753,0.0
1953-01-02,26.54,26.54,26.54,26.54,26.54,1450000,-0.113,0.0
1953-01-05,26.66,26.66,26.66,26.66,26.66,2130000,0.4501,0.0
1953-01-06,26.48,26.48,26.48,26.48,26.48,2080000,-0.6798,0.0
1953-01-07,26.37,26.37,26.37,26.37,26.37,1760000,-0.4171,0.0
1953-01-08,26.33,26.33,26.33,26.33,26.33,1780000,-0.1519,0.0
1953-01-09,26.08,26.08,26.08,26.08,26.08,2080000,-0.9586,0.0
1953-01-12,25.86,25.86,25.86,25.86,25.86,1500000,-0.8507,0.0
1953-01-13,26.02,26.02,26.02,26.02,26.02,1680000,0.6149,0.0
1953-01-14,26.08,26.08,26.08,26.08,26.08,1370000,0.2301,0.0
1953-01-15,26.13,26.13,26.13,26.13,26.13,1450000,0.1913,0.0
1953-01-16,26.02,26.02,26.02,26.02,26.02,1710000,-0.4227,0.0
1953-01-19,26.01,26.01,26.01,26.01,26.01,1360000,-0.0384,0.0
1953-01-20,26.14,26.14,26.14,26.14,26.14,1490000,0.4973,0.0
1953-01-21,26.09,26.09,26.09,26.09,26.09,1300000,-0.1916,0.0
1953-01-22,26.12,26.12,26.12,26.12,26.12,1380000,0.1149,0.0
1953-01-23,26.07,26.07,26.07,26.07,26.07,1340000,-0.1918,0.0
1953-01-26,26.02,26.02,26.02,26.02,26.02,1420000,-0.1922,0.0
1953-01-27,26.05,26.05,26.05,26.05,26.05,1550000,0.1152,0.0
1953-01-28,26.13,26.13,26.13,26.13,26.13,1640000,0.3062,0.0
1953-01-29,26.2,26.2,26.2,26.2,26.2,1830000,0.2672,0.0
1953-01-30,26.38,26.38,26.38,26.38,26.38,1760000,0.6823,0.0
1953-02-02,26.51,26.51,26.51,26.51,26.51,1890000,0.4904,0.0
1953-02-03,26.54,26.54,26.54,26.54,26.54,1560000,0.113,0.0
1953-02-04,26.42,26.42,26.42,26.42,26.42,1660000,-0.4542,0.0
1953-02-05,26.15,26.15,26.15,26.15,26.15,1900000,-1.0325,0.0
1953-02-06,26.51,26.51,26.51,26.51,26.51,1870000,1.358,0.0
1953-02-09,25.69,25.69,25.69,25.69,25.69,1780000,-3.1919,0.0
1953-02-10,25.62,25.62,25.62,25.62,25.62,1350000,-0.2732,0.0
1953-02-11,25.64,25.64,25.64,25.64,25.64,1240000,0.078,0.0
1953-02-13,25.74,25.74,25.74,25.74,25.74,1350000,0.3885,0.0
1953-02-16,25.65,25.65,25.65,25.65,25.65,1330000,-0.3509,0.0
1953-02-17,25.5,25.5,25.5,25.5,25.5,1290000,-0.5882,0.0
1953-02-18,25.48,25.48,25.48,25.48,25.48,1220000,-0.0785,0.0
1953-02-19,25.57,25.57,25.57,25.57,25.57,1390000,0.352,0.0
1953-02-20,25.63,25.63,25.63,25.63,25.63,1400000,0.2341,0.0
1953-02-24,25.75,25.75,25.75,25.75,25.75,2300000,0.466,0.0
1953-02-25,25.91,25.91,25.91,25.91,25.91,2360000,0.6175,0.0
1953-02-26,25.95,25.95,25.95,25.95,25.95,2290000,0.1541,0.0
1953-02-27,25.9,25.9,25.9,25.9,25.9,1990000,-0.1931,0.0
1953-03-02,25.93,25.93,25.93,25.93,25.93,1760000,0.1157,0.0
1953-03-03,26.0,26.0,26.0,26.0,26.0,1850000,0.2692,0.0
1953-03-04,25.78,25.78,25.78,25.78,25.78,2010000,-0.8534,0.0
1953-03-05,25.79,25.79,25.79,25.79,25.79,1540000,0.0388,0.0
1953-03-06,25.84,25.84,25.84,25.84,25.84,1690000,0.1935,0.0
1953-03-09,25.83,25.83,25.83,25.83,25.83,1600000,-0.0387,0.0
1953-03-10,25.91,25.91,25.91,25.91,25.91,1530000,0.3088,0.0
1953-03-11,26.12,26.12,26.12,26.12,26.12,1890000,0.804,0.0
1953-03-12,26.13,26.13,26.13,26.13,26.13,1780000,0.0383,0.0
1953-03-13,26.18,26.18,26.18,26.18,26.18,1760000,0.191,0.0
1953-03-16,26.22,26.22,26.22,26.22,26.22,1770000,0.1526,0.0
1953-03-17,26.33,26.33,26.33,26.33,26.33,2110000,0.4178,0.0
1953-03-18,26.24,26.24,26.24,26.24,26.24,2110000,-0.343,0.0
1953-03-19,26.22,26.22,26.22,26.22,26.22,1840000,-0.0763,0.0
1953-03-20,26.18,26.18,26.18,26.18,26.18,1730000,-0.1528,0.0
1953-03-23,26.02,26.02,26.02,26.02,26.02,1750000,-0.6149,0.0
1953-03-24,26.17,26.17,26.17,26.17,26.17,1970000,0.5732,0.0
1953-03-25,26.1,26.1,26.1,26.1,26.1,2320000,-0.2682,0.0
1953-03-26,25.95,25.95,25.95,25.95,25.95,2000000,-0.578,0.0
1953-03-27,25.99,25.99,25.99,25.99,25.99,1640000,0.1539,0.0
1953-03-30,25.61,25.61,25.61,25.61,25.61,2740000,-1.4838,0.0
1953-03-31,25.29,25.29,25.29,25.29,25.29,3120000,-1.2653,0.0
1953-04-01,25.25,25.25,25.25,25.25,25.25,2240000,-0.1584,0.0
1953-04-02,25.23,25.23,25.23,25.23,25.23,1720000,-0.0793,0.0
1953-04-06,24.61,24.61,24.61,24.61,24.61,3050000,-2.5193,0.0
1953-04-07,24.71,24.71,24.71,24.71,24.71,2500000,0.4047,0.0
1953-04-08,24.93,24.93,24.93,24.93,24.93,1860000,0.8825,0.0
1953-04-09,24.88,24.88,24.88,24.88,24.88,1520000,-0.201,0.0
1953-04-10,24.82,24.82,24.82,24.82,24.82,1360000,-0.2417,0.0
1953-04-13,24.77,24.77,24.77,24.77,24.77,1280000,-0.2019,0.0
1953-04-14,24.86,24.86,24.86,24.86,24.86,1480000,0.362,0.0
1953-04-15,24.96,24.96,24.96,24.96,24.96,1580000,0.4006,0.0
1953-04-16,24.91,24.91,24.91,24.91,24.91,1310000,-0.2007,0.0
1953-04-17,24.62,24.62,24.62,24.62,24.62,1430000,-1.1779,0.0
1953-04-20,24.73,24.73,24.73,24.73,24.73,1520000,0.4448,0.0
1953-04-21,24.67,24.67,24.67,24.67,24.67,1250000,-0.2432,0.0
1953-04-22,24.46,24.46,24.46,24.46,24.46,1390000,-0.8585,0.0
1953-04-23,24.19,24.19,24.19,24.19,24.19,1920000,-1.1162,0.0
1953-04-24,24.2,24.2,24.2,24.2,24.2,1780000,0.0413,0.0
1953-04-27,24.34,24.34,24.34,24.34,24.34,1400000,0.5752,0.0
1953-04-28,24.52,24.52,24.52,24.52,24.52,1330000,0.7341,0.0
1953-04-29,24.68,24.68,24.68,24.68,24.68,1310000,0.6483,0.0
1953-04-30,24.62,24.62,24.62,24.62,24.62,1140000,-0.2437,0.0
1953-05-01,24.73,24.73,24.73,24.73,24.73,1200000,0.4448,0.0
1953-05-04,25.0,25.0,25.0,25.0,25.0,1520000,1.08,0.0
1953-05-05,25.03,25.03,25.03,25.03,25.03,1290000,0.1199,0.0
1953-05-06,25.0,25.0,25.0,25.0,25.0,1110000,-0.12,0.0
1953-05-07,24.9,24.9,24.9,24.9,24.9,1110000,-0.4016,0.0
1953-05-08,24.9,24.9,24.9,24.9,24.9,1220000,0.0,0.0
1953-05-11,24.91,24.91,24.91,24.91,24.91,1010000,0.0401,0.0
1953-05-12,24.74,24.74,24.74,24.74,24.74,1080000,-0.6871,0.0
1953-05-13,24.71,24.71,24.71,24.71,24.71,1120000,-0.1214,0.0
1953-05-14,24.85,24.85,24.85,24.85,24.85,1210000,0.5634,0.0
1953-05-15,24.84,24.84,24.84,24.84,24.84,1200000,-0.0403,0.0
1953-05-18,24.75,24.75,24.75,24.75,24.75,1080000,-0.3636,0.0
1953-05-19,24.7,24.7,24.7,24.7,24.7,1120000,-0.2024,0.0
1953-05-20,24.93,24.93,24.93,24.93,24.93,1690000,0.9226,0.0
1953-05-21,25.06,25.06,25.06,25.06,25.06,1590000,0.5188,0.0
1953-05-22,25.03,25.03,25.03,25.03,25.03,1350000,-0.1199,0.0
1953-05-25,24.99,24.99,24.99,24.99,24.99,1180000,-0.1601,0.0
1953-05-26,24.87,24.87,24.87,24.87,24.87,1160000,-0.4825,0.0
1953-05-27,24.64,24.64,24.64,24.64,24.64,1330000,-0.9334,0.0
1953-05-28,24.46,24.46,24.46,24.46,24.46,1240000,-0.7359,0.0
1953-05-29,24.54,24.54,24.54,24.54,24.54,920000,0.326,0.0
1953-06-01,24.15,24.15,24.15,24.15,24.15,1490000,-1.6149,0.0
1953-06-02,24.22,24.22,24.22,24.22,24.22,1450000,0.289,0.0
1953-06-03,24.18,24.18,24.18,24.18,24.18,1050000,-0.1654,0.0
1953-06-04,24.03,24.03,24.03,24.03,24.03,1400000,-0.6242,0.0
1953-06-05,24.09,24.09,24.09,24.09,24.09,1160000,0.2491,0.0
1953-06-08,24.01,24.01,24.01,24.01,24.01,1000000,-0.3332,0.0
1953-06-09,23.6,23.6,23.6,23.6,23.6,2200000,-1.7373,0.0
1953-06-10,23.54,23.54,23.54,23.54,23.54,1960000,-0.2549,0.0
1953-06-11,23.75,23.75,23.75,23.75,23.75,1220000,0.8842,0.0
1953-06-12,23.82,23.82,23.82,23.82,23.82,920000,0.2939,0.0
1953-06-15,23.62,23.62,23.62,23.62,23.62,1090000,-0.8467,0.0
1953-06-16,23.55,23.55,23.55,23.55,23.55,1370000,-0.2972,0.0
1953-06-17,23.85,23.85,23.85,23.85,23.85,1150000,1.2579,0.0
1953-06-18,23.84,23.84,23.84,23.84,23.84,1010000,-0.0419,0.0
1953-06-19,23.84,23.84,23.84,23.84,23.84,890000,0.0,0.0
1953-06-22,23.96,23.96,23.96,23.96,23.96,1030000,0.5008,0.0
1953-06-23,24.12,24.12,24.12,24.12,24.12,1050000,0.6634,0.0
1953-06-24,24.09,24.09,24.09,24.09,24.09,1030000,-0.1245,0.0
1953-06-25,24.19,24.19,24.19,24.19,24.19,1160000,0.4134,0.0
1953-06-26,24.21,24.21,24.21,24.21,24.21,830000,0.0826,0.0
1953-06-29,24.14,24.14,24.14,24.14,24.14,800000,-0.29,0.0
1953-06-30,24.14,24.14,24.14,24.14,24.14,820000,0.0,0.0
1953-07-01,24.24,24.24,24.24,24.24,24.24,910000,0.4125,0.0
1953-07-02,24.31,24.31,24.31,24.31,24.31,1030000,0.2879,0.0
1953-07-03,24.36,24.36,24.36,24.36,24.36,830000,0.2053,0.0
1953-07-06,24.38,24.38,24.38,24.38,24.38,820000,0.082,0.0
1953-07-08,24.5,24.5,24.5,24.5,24.5,950000,0.4898,0.0
1953-07-09,24.43,24.43,24.43,24.43,24.43,910000,-0.2865,0.0
1953-07-10,24.41,24.41,24.41,24.41,24.41,860000,-0.0819,0.0
1953-07-13,24.17,24.17,24.17,24.17,24.17,1120000,-0.993,0.0
1953-07-14,24.08,24.08,24.08,24.08,24.08,1030000,-0.3738,0.0
1953-07-15,24.15,24.15,24.15,24.15,24.15,840000,0.2899,0.0
1953-07-16,24.18,24.18,24.18,24.18,24.18,790000,0.1241,0.0
1953-07-17,24.35,24.35,24.35,24.35,24.35,840000,0.6982,0.0
1953-07-20,24.22,24.22,24.22,24.22,24.22,830000,-0.5368,0.0
1953-07-21,24.16,24.16,24.16,24.16,24.16,850000,-0.2483,0.0
1953-07-22,24.19,24.19,24.19,24.19,24.19,900000,0.124,0.0
1953-07-23,24.23,24.23,24.23,24.23,24.23,1000000,0.1651,0.0
1953-07-24,24.23,24.23,24.23,24.23,24.23,890000,0.0,0.0
1953-07-27,24.07,24.07,24.07,24.07,24.07,1210000,-0.6647,0.0
1953-07-28,24.11,24.11,24.11,24.11,24.11,1080000,0.1659,0.0
1953-07-29,24.26,24.26,24.26,24.26,24.26,1000000,0.6183,0.0
1953-07-30,24.49,24.49,24.49,24.49,24.49,1200000,0.9392,0.0
1953-07-31,24.75,24.75,24.75,24.75,24.75,1320000,1.0505,0.0
1953-08-03,24.84,24.84,24.84,24.84,24.84,1160000,0.3623,0.0
1953-08-04,24.78,24.78,24.78,24.78,24.78,1000000,-0.2421,0.0
1953-08-05,24.68,24.68,24.68,24.68,24.68,1080000,-0.4052,0.0
1953-08-06,24.8,24.8,24.8,24.8,24.8,1200000,0.4839,0.0
1953-08-07,24.78,24.78,24.78,24.78,24.78,950000,-0.0807,0.0
1953-08-10,24.75,24.75,24.75,24.75,24.75,1090000,-0.1212,0.0
1953-08-11,24.72,24.72,24.72,24.72,24.72,940000,-0.1214,0.0
1953-08-12,24.78,24.78,24.78,24.78,24.78,990000,0.2421,0.0
1953-08-13,24.73,24.73,24.73,24.73,24.73,1040000,-0.2022,0.0
1953-08-14,24.62,24.62,24.62,24.62,24.62,1000000,-0.4468,0.0
1953-08-17,24.56,24.56,24.56,24.56,24.56,910000,-0.2443,0.0
1953-08-18,24.46,24.46,24.46,24.46,24.46,1030000,-0.4088,0.0
1953-08-19,24.31,24.31,24.31,24.31,24.31,1400000,-0.617,0.0
1953-08-20,24.29,24.29,24.29,24.29,24.29,860000,-0.0823,0.0
1953-08-21,24.35,24.35,24.35,24.35,24.35,850000,0.2464,0.0
1953-08-24,24.09,24.09,24.09,24.09,24.09,1320000,-1.0793,0.0
1953-08-25,23.93,23.93,23.93,23.93,23.93,1470000,-0.6686,0.0
1953-08-26,23.86,23.86,23.86,23.86,23.86,1060000,-0.2934,0.0
1953-08-27,23.79,23.79,23.79,23.79,23.79,1290000,-0.2942,0.0
1953-08-28,23.74,23.74,23.74,23.74,23.74,1060000,-0.2106,0.0
1953-08-31,23.32,23.32,23.32,23.32,23.32,2190000,-1.801,0.0
1953-09-01,23.42,23.42,23.42,23.42,23.42,1580000,0.427,0.0
1953-09-02,23.56,23.56,23.56,23.56,23.56,1110000,0.5942,0.0
1953-09-03,23.51,23.51,23.51,23.51,23.51,900000,-0.2127,0.0
1953-09-04,23.57,23.57,23.57,23.57,23.57,770000,0.2546,0.0
1953-09-08,23.61,23.61,23.61,23.61,23.61,740000,0.1694,0.0
1953-09-09,23.65,23.65,23.65,23.65,23.65,860000,0.1691,0.0
1953-09-10,23.41,23.41,23.41,23.41,23.41,1010000,-1.0252,0.0
1953-09-11,23.14,23.14,23.14,23.14,23.14,1930000,-1.1668,0.0
1953-09-14,22.71,22.71,22.71,22.71,22.71,2550000,-1.8934,0.0
1953-09-15,22.9,22.9,22.9,22.9,22.9,2850000,0.8297,0.0
1953-09-16,23.01,23.01,23.01,23.01,23.01,1570000,0.4781,0.0
1953-09-17,23.07,23.07,23.07,23.07,23.07,1290000,0.2601,0.0
1953-09-18,22.95,22.95,22.95,22.95,22.95,1190000,-0.5229,0.0
1953-09-21,22.88,22.88,22.88,22.88,22.88,1070000,-0.306,0.0
1953-09-22,23.2,23.2,23.2,23.2,23.2,1300000,1.3793,0.0
1953-09-23,23.23,23.23,23.23,23.23,23.23,1240000,0.1291,0.0
1953-09-24,23.24,23.24,23.24,23.24,23.24,1020000,0.043,0.0
1953-09-25,23.3,23.3,23.3,23.3,23.3,910000,0.2575,0.0
1953-09-28,23.45,23.45,23.45,23.45,23.45,1150000,0.6397,0.0
1953-09-30,23.35,23.35,23.35,23.35,23.35,940000,-0.4283,0.0
1953-10-01,23.49,23.49,23.49,23.49,23.49,940000,0.596,0.0
1953-10-02,23.59,23.59,23.59,23.59,23.59,890000,0.4239,0.0
1953-10-05,23.48,23.48,23.48,23.48,23.48,930000,-0.4685,0.0
1953-10-06,23.39,23.39,23.39,23.39,23.39,1100000,-0.3848,0.0
1953-10-07,23.58,23.58,23.58,23.58,23.58,1010000,0.8058,0.0
1953-10-08,23.62,23.62,23.62,23.62,23.62,960000,0.1694,0.0
1953-10-09,23.66,23.66,23.66,23.66,23.66,900000,0.1691,0.0
1953-10-13,23.57,23.57,23.57,23.57,23.57,1130000,-0.3818,0.0
1953-10-14,23.68,23.68,23.68,23.68,23.68,1290000,0.4645,0.0
1953-10-15,23.95,23.95,23.95,23.95,23.95,1710000,1.1274,0.0
1953-10-16,24.14,24.14,24.14,24.14,24.14,1620000,0.7871,0.0
1953-10-19,24.16,24.16,24.16,24.16,24.16,1190000,0.0828,0.0
1953-10-20,24.17,24.17,24.17,24.17,24.17,1280000,0.0414,0.0
1953-10-21,24.19,24.19,24.19,24.19,24.19,1320000,0.0827,0.0
1953-10-22,24.3,24.3,24.3,24.3,24.3,1330000,0.4527,0.0
1953-10-23,24.35,24.35,24.35,24.35,24.35,1330000,0.2053,0.0
1953-10-26,24.31,24.31,24.31,24.31,24.31,1340000,-0.1645,0.0
1953-10-27,24.26,24.26,24.26,24.26,24.26,1170000,-0.2061,0.0
1953-10-28,24.29,24.29,24.29,24.29,24.29,1260000,0.1235,0.0
1953-10-29,24.58,24.58,24.58,24.58,24.58,1610000,1.1798,0.0
1953-10-30,24.54,24.54,24.54,24.54,24.54,1400000,-0.163,0.0
1953-11-02,24.66,24.66,24.66,24.66,24.66,1340000,0.4866,0.0
1953-11-04,24.51,24.51,24.51,24.51,24.51,1480000,-0.612,0.0
1953-11-05,24.64,24.64,24.64,24.64,24.64,1720000,0.5276,0.0
1953-11-06,24.61,24.61,24.61,24.61,24.61,1700000,-0.1219,0.0
1953-11-09,24.66,24.66,24.66,24.66,24.66,1440000,0.2028,0.0
1953-11-10,24.37,24.37,24.37,24.37,24.37,1340000,-1.19,0.0
1953-11-13,24.54,24.54,24.54,24.54,24.54,1540000,0.6927,0.0
1953-11-16,24.38,24.38,24.38,24.38,24.38,1490000,-0.6563,0.0
1953-11-17,24.25,24.25,24.25,24.25,24.25,1250000,-0.5361,0.0
1953-11-18,24.29,24.29,24.29,24.29,24.29,1250000,0.1647,0.0
1953-11-19,24.4,24.4,24.4,24.4,24.4,1420000,0.4508,0.0
1953-11-20,24.44,24.44,24.44,24.44,24.44,1300000,0.1637,0.0
1953-11-23,24.36,24.36,24.36,24.36,24.36,1410000,-0.3284,0.0
1953-11-24,24.5,24.5,24.5,24.5,24.5,1470000,0.5714,0.0
